league_country,scraping_time,link,no,name,league,club,league_level,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Türkei,20230420225438,https://www.transfermarkt.ch/soner-gonul/profil/spieler/340967,28,Soner Gönül,1.Lig,Samsunspor,2.Liga,25,"1,77 m",Türkei,Linker Verteidiger,links,,,01.07.2021,30.06.2025,,,,,800 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,800 Tsd. €,02.06.2021,61,63,,0,http://www.instagram.com/sonergonul28/,,,,22,"2,18",-,-,-,2,1,5,-,-,-,-,1.861'
Türkei,20230420225459,https://www.transfermarkt.ch/mucahid-albayrak/profil/spieler/292496,53,Mücahid Albayrak,1.Lig,Samsunspor,2.Liga,31,"1,80 m",Türkei,Linker Verteidiger,links,,,01.07.2022,30.06.2024,,,,,200 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,275 Tsd. €,10.06.2022,27,26,,2,http://www.instagram.com/mucahidalbayrak/,,,,10,"1,90",-,1,-,1,1,2,-,-,-,-,765'
Türkei,20230420225524,https://www.transfermarkt.ch/zeki-yavru/profil/spieler/98131,18,Zeki Yavru,1.Lig,Samsunspor,2.Liga,31,"1,78 m",Türkei,Rechter Verteidiger,rechts,MEK Football,,03.08.2022,30.06.2024,,Türkei U23,3,0,500 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"2,50 Mio. €",15.07.2016,85,83,,6,,,,,28,"2,04",2,2,-,-,3,3,-,1,1,1.239',2.478'
Türkei,20230420225544,https://www.transfermarkt.ch/ali-ulgen/profil/spieler/352662,2,Ali Ülgen,1.Lig,Samsunspor,2.Liga,23,"1,76 m",Türkei,Rechter Verteidiger,rechts,mgsportsmngr,,14.07.2021,30.06.2025,,Türkei U19,1,0,400 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,425 Tsd. €,15.11.2022,36,31,,8,http://www.instagram.com/aliulgen/,,,,17,"2,18",3,2,-,5,9,2,-,-,-,308',925'
Türkei,20230420225603,https://www.transfermarkt.ch/youssef-ait-bennasser/profil/spieler/265569,15,Youssef Aït Bennasser,1.Lig,Samsunspor,2.Liga,26,"1,84 m",Marokko,Defensives Mittelfeld,rechts,Global Compensation,,17.02.2023,30.06.2025,,Marokko,23,0,800 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"10,00 Mio. €",17.12.2018,76,71,,8,http://www.instagram.com/youssefaitben_6/,,,,8,"2,63",-,-,-,1,3,-,-,-,-,-,576'
Türkei,20230420225625,https://www.transfermarkt.ch/osman-celik/profil/spieler/293661,88,Osman Celik,1.Lig,Samsunspor,2.Liga,31,"1,82 m",Türkei,Defensives Mittelfeld,rechts,,,05.07.2021,30.06.2023,,,,,150 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,700 Tsd. €,15.07.2016,73,68,,2,,,,,26,"2,15",1,-,-,2,12,2,-,-,-,2.005',2.005'
Türkei,20230420225648,https://www.transfermarkt.ch/ali-kaan-guneren/profil/spieler/483495,23,Ali Kaan Güneren,1.Lig,Samsunspor,2.Liga,23,"1,83 m",Türkei,Zentrales Mittelfeld,rechts,C&C Sportmanagement,,08.09.2022,30.06.2023,Türkei U21,,8,0,900 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,925 Tsd. €,15.11.2022,55,56,,7,http://instagram.com/alikaanguneren?igshid=YmMyMTA2M2Y=,,,,22,"2,32",1,3,-,6,10,3,-,-,-,1.461',1.461'
Türkei,20230420225704,https://www.transfermarkt.ch/soner-aydogdu/profil/spieler/85291,11,Soner Aydogdu,1.Lig,Samsunspor,2.Liga,32,"1,80 m",Türkei,Zentrales Mittelfeld,links,C&C Sportmanagement,,26.01.2023,30.06.2025,,Türkei,2,0,800 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"4,20 Mio. €",13.06.2013,23,30,,10,http://www.instagram.com/soneraydogduu/,,,,9,"2,67",2,1,-,6,3,3,-,-,-,176',352'
Türkei,20230420225721,https://www.transfermarkt.ch/celil-yuksel/profil/spieler/336074,6,Celil Yüksel,1.Lig,Samsunspor,2.Liga,25,"1,71 m",Türkei,Zentrales Mittelfeld,rechts,EMG Mundial,,01.07.2022,30.06.2025,,Türkei U23,0,0,700 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,700 Tsd. €,17.01.2022,67,55,,0,http://www.instagram.com/celilyuksel55/,,,,27,"2,26",-,-,-,5,22,4,-,-,-,-,1.635'
Türkei,20230420225741,https://www.transfermarkt.ch/cihan-kahraman/profil/spieler/303308,8,Cihan Kahraman,1.Lig,Samsunspor,2.Liga,24,"1,75 m",Türkei,Zentrales Mittelfeld,rechts,ROGON U23,,09.08.2021,30.06.2025,Türkei U23,,3,0,425 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,425 Tsd. €,03.04.2023,15,21,,9,http://www.instagram.com/cihankahraman36/,,,,19,"2,05",1,5,-,14,3,1,-,-,-,632',632'
Türkei,20230420225752,https://www.transfermarkt.ch/yusuf-gultekin/profil/spieler/184444,40,Yusuf Gültekin,1.Lig,Samsunspor,2.Liga,30,"1,80 m",Türkei,Zentrales Mittelfeld,links,Familienangehörige,,14.07.2022,30.06.2024,,Türkei U20,2,0,200 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,400 Tsd. €,30.06.2017,36,39,,6,http://www.instagram.com/yusufemregultekinn/,,,,20,"1,95",-,4,-,8,5,5,-,-,-,-,1.158'
Türkei,20230420225808,https://www.transfermarkt.ch/emir-hakan-patan/profil/spieler/963320,,Emir Hakan Patan,1.Lig,Samsunspor,2.Liga,20,"1,75 m",Türkei,Zentrales Mittelfeld,rechts,,,01.07.2022,30.06.2026,,,,,25 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,25 Tsd. €,15.11.2022,,,,,http://www.instagram.com/emirhakanp0/,,,,,,,,,,,,,,,,
Türkei,20230420225832,https://www.transfermarkt.ch/atakan-mert-ozdemir/profil/spieler/820260,80,Atakan Mert Özdemir,1.Lig,Samsunspor,2.Liga,18,"1,75 m",Türkei,Zentrales Mittelfeld,rechts,,,01.07.2022,30.06.2024,,,,,25 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,25 Tsd. €,15.11.2022,,,,,http://www.instagram.com/atakn.mert/,,,,,,,,,,,,,,,,
Türkei,20230420225853,https://www.transfermarkt.ch/emre-demir/profil/spieler/637669,19,Emre Demir,1.Lig,Samsunspor,2.Liga,19,"1,75 m",Türkei,Offensives Mittelfeld,links,Foot & Ball,adidas,03.02.2023,30.06.2023,Türkei U19,,12,1,"1,50 Mio. €Letzte Änderung: 03.04.2023",Mio. €,Letzte Änderung: 03.04.2023,"1,80 Mio. €",01.06.2022,0,2,,4,http://www.instagram.com/emre_demir10/,,,,2,"1,50",1,-,-,2,-,-,-,-,-,18',18'
Türkei,20230420225906,https://www.transfermarkt.ch/muhammet-ali-ozbaskici/profil/spieler/928352,20,Muhammet Ali Özbaskici,1.Lig,Samsunspor,2.Liga,17,"1,72 m",Türkei,Offensives Mittelfeld,rechts,,,01.07.2022,30.06.2025,,Türkei U18,0,0,350 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,350 Tsd. €,15.11.2022,6,10,,2,http://www.instagram.com/mozbskci.20/,TrainingsrückstandRückkehr unbekannt,,,11,"2,00",1,-,-,9,3,1,-,-,-,285',285'
Türkei,20230420225921,https://www.transfermarkt.ch/moryke-fofana/profil/spieler/240497,7,Moryké Fofana,1.Lig,Samsunspor,2.Liga,31,"1,75 m",Elfenbeinküste,Linksaußen,beidfüßig,ELITE CONSULTING MANAGEMENT,,17.08.2021,30.06.2024,,,,,400 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"1,20 Mio. €",04.01.2019,36,39,,11,http://www.instagram.com/fofimory21/,,,,21,"2,10",4,3,-,9,9,1,-,-,-,288',1.151'
Türkei,20230420225942,https://www.transfermarkt.ch/kadeem-harris/profil/spieler/136501,93,Kadeem Harris,1.Lig,Samsunspor,2.Liga,29,"1,74 m",England,Rechtsaußen,rechts,PowerHause SG,,23.07.2022,30.06.2024,,,,,750 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"1,50 Mio. €",27.02.2020,45,46,,6,http://www.instagram.com/k_millerharris/,,,,23,"2,04",2,2,-,8,8,2,-,-,-,676',1.351'
Türkei,20230420230007,https://www.transfermarkt.ch/baris-alici/profil/spieler/355566,17,Baris Alici,1.Lig,Samsunspor,2.Liga,25,"1,80 m",Türkei,Rechtsaußen,rechts,GROW,,01.02.2023,30.06.2024,,Türkei U21,5,0,550 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"2,00 Mio. €",11.10.2018,55,57,,13,http://www.instagram.com/barisalici/,,,,1,"1,00",-,-,-,1,-,-,-,-,-,-,18'
Türkei,20230420230023,https://www.transfermarkt.ch/polat-yaldir/profil/spieler/852616,97,Polat Yaldir,1.Lig,Samsunspor,2.Liga,19,"1,84 m",Türkei,Rechtsaußen,rechts,,,01.07.2021,30.06.2026,Türkei U23,,5,0,225 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,275 Tsd. €,10.06.2022,0,1,,2,http://www.instagram.com/polatyaldir/,,,,9,"2,33",-,1,-,9,-,1,-,-,-,-,29'
Türkei,20230420230036,https://www.transfermarkt.ch/moussa-guel/profil/spieler/556371,14,Moussa Guel,1.Lig,Samsunspor,2.Liga,23,"1,71 m",Elfenbeinküste,Rechtsaußen,rechts,Playeleven,,12.01.2023,30.06.2025,,,,,150 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,500 Tsd. €,11.11.2020,0,0,,0,http://www.instagram.com/evo_jyze/,,,,2,"2,00",-,-,-,2,-,-,-,-,-,-,-
Türkei,20230420230057,https://www.transfermarkt.ch/gaetan-laura/profil/spieler/291124,27,Gaëtan Laura,1.Lig,Samsunspor,2.Liga,27,"1,82 m",DR Kongo,Mittelstürmer,rechts,FS Management,,01.07.2022,30.06.2025,,DR Kongo,0,0,"1,20 Mio. €Letzte Änderung: 03.04.2023",Mio. €,Letzte Änderung: 03.04.2023,"1,20 Mio. €",25.06.2021,67,63,,25,,,,,27,"2,00",11,5,-,5,13,5,-,-,-,169',1.858'
Türkei,20230420230117,https://www.transfermarkt.ch/douglas-tanque/profil/spieler/168530,99,Douglas Tanque,1.Lig,Samsunspor,2.Liga,29,"1,88 m",Brasilien,Mittelstürmer,links,AKI&DESIDERIO,,09.08.2022,30.06.2024,,,,,"1,20 Mio. €Letzte Änderung: 03.04.2023",Mio. €,Letzte Änderung: 03.04.2023,"2,00 Mio. €",28.01.2021,70,61,,25,http://www.instagram.com/douglastanqueoficial/,,,,26,"2,23",14,2,-,3,21,3,-,1,2,129',1.800'
Türkei,20230420230143,https://www.transfermarkt.ch/ahmet-sagat/profil/spieler/299717,9,Ahmet Sagat,1.Lig,Samsunspor,2.Liga,26,"1,87 m",Deutschland,Mittelstürmer,beidfüßig,KICK OFF Consulting GmbH,,04.07.2022,30.06.2025,,,,,700 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,700 Tsd. €,03.04.2023,15,22,,14,http://www.instagram.com/asagat9/,,,,24,"2,25",6,3,-,19,4,2,-,-,1,107',639'
Türkei,20230420230206,https://www.transfermarkt.ch/tomane/profil/spieler/139393,10,Tomané,1.Lig,Samsunspor,2.Liga,30,"1,86 m",Portugal,Mittelstürmer,rechts,MRP.POSITIONUMBER,,17.09.2020,30.06.2023,,Portugal U21,4,0,325 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"2,50 Mio. €",01.07.2015,0,4,,2,http://www.instagram.com/tomane9/,,,,8,"2,38",1,-,-,8,-,1,-,-,-,113',113'
Türkei,20230420230227,https://www.transfermarkt.ch/abdulsamed-damlu/profil/spieler/341649,44,Abdulsamed Damlu,1.Lig,Eyüpspor,2.Liga,23,"1,91 m",Türkei,Torwart,links,TuncayMaldan,,03.03.2023,30.06.2023,,Türkei U21,0,0,450 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,800 Tsd. €,16.03.2021,95,95,25,,,,36,5,21,"0,90",-,,-,-,-,5,-,-,,,1.890'
Türkei,20230420230245,https://www.transfermarkt.ch/harun-tekin/profil/spieler/85213,1,Harun Tekin,1.Lig,Eyüpspor,2.Liga,33,"1,87 m",Türkei,Torwart,rechts,,,02.07.2022,30.06.2024,,Türkei,2,0,150 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"4,50 Mio. €",10.01.2017,97,97,20,,http://www.instagram.com/haruntekin1/,,26,15,31,"1,74",-,,-,-,-,2,-,-,,,2.790'
Türkei,20230420230303,https://www.transfermarkt.ch/alp-koseer/profil/spieler/610740,26,Alp Köseer,1.Lig,Eyüpspor,2.Liga,20,"1,85 m",Türkei,Torwart,rechts,Sezer Sezgin,,01.07.2022,30.06.2027,,,,,75 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,150 Tsd. €,14.02.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Türkei,20230420230328,https://www.transfermarkt.ch/emrullah-salk/profil/spieler/64890,15,Emrullah Salk,1.Lig,Eyüpspor,2.Liga,35,"1,90 m",Türkei,Torwart,links,Int. Sport-Management,,15.09.2020,30.06.2023,,,,,25 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,500 Tsd. €,25.06.2015,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Türkei,20230420230351,https://www.transfermarkt.ch/alpaslan-ozturk/profil/spieler/138736,5,Alpaslan Öztürk,1.Lig,Eyüpspor,2.Liga,29,"1,86 m",Türkei,Innenverteidiger,rechts,Goldplayers_cm,,01.07.2022,30.06.2023,,Türkei,1,0,700 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"2,40 Mio. €",12.10.2021,28,30,,3,http://www.instagram.com/ozturkgram/?hl=de,,,,13,"1,77",1,-,-,4,1,1,1,-,-,874',874'
Türkei,20230420230408,https://www.transfermarkt.ch/luccas-claro/profil/spieler/175179,4,Luccas Claro,1.Lig,Eyüpspor,2.Liga,31,"1,80 m",Brasilien,Innenverteidiger,rechts,Forza Carreira Esportiva,,09.08.2022,30.06.2024,,Brasilien U20,3,0,600 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"2,25 Mio. €",31.05.2015,66,64,,3,,,,,23,"1,52",1,-,-,2,2,-,-,-,-,1.844',1.844'
Türkei,20230420230425,https://www.transfermarkt.ch/fethi-ozer/profil/spieler/280491,73,Fethi Özer,1.Lig,Eyüpspor,2.Liga,26,"1,85 m",Türkei,Innenverteidiger,rechts,,,01.07.2022,30.06.2024,,Türkei U21,1,0,200 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,300 Tsd. €,10.06.2022,9,9,,0,,,,,5,"2,40",-,-,-,2,1,-,-,-,-,-,264'
Türkei,20230420230444,https://www.transfermarkt.ch/ugur-demirok/profil/spieler/44977,18,Ugur Demirok,1.Lig,Eyüpspor,2.Liga,34,"1,85 m",Türkei,Innenverteidiger,rechts,GPA Turkey,Nike,01.07.2022,30.06.2024,,Türkei,3,0,100 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"3,75 Mio. €",15.07.2016,91,91,,14,,,,,29,"1,76",4,1,-,-,-,7,-,-,2,653',2.610'
Türkei,20230420230503,https://www.transfermarkt.ch/berkay-dogan/profil/spieler/488050,21,Berkay Dogan,1.Lig,Eyüpspor,2.Liga,20,"1,87 m",Österreich,Innenverteidiger,beidfüßig,22 Sportsmanagement GmbH,,21.08.2022,30.06.2025,,Österreich U18,0,0,50 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,75 Tsd. €,11.06.2021,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,20230420230521,https://www.transfermarkt.ch/ahmet-ozkaya/profil/spieler/955932,37,Ahmet Özkaya,1.Lig,Eyüpspor,2.Liga,18,"1,88 m",Türkei,Innenverteidiger,links,,,04.08.2022,30.06.2025,,,,,25 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,25 Tsd. €,15.11.2022,0,0,,0,http://instagram.com/ahmettozky5,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,20230420230543,https://www.transfermarkt.ch/omer-bayram/profil/spieler/117586,23,Ömer Bayram,1.Lig,Eyüpspor,2.Liga,31,"1,75 m",Türkei,Linker Verteidiger,links,HCM Sports Management,,08.09.2022,30.06.2024,,Türkei,10,0,200 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"3,60 Mio. €",25.03.2020,79,80,,9,http://www.instagram.com/omerbayram19/,,,,24,"1,71",-,3,-,2,2,8,-,-,-,-,2.022'
Türkei,20230420230602,https://www.transfermarkt.ch/berkan-emir/profil/spieler/241902,41,Berkan Emir,1.Lig,Eyüpspor,2.Liga,35,"1,78 m",Türkei,Linker Verteidiger,links,Revolution Foot,,08.07.2022,30.06.2023,,,,,100 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,850 Tsd. €,10.01.2017,28,26,,3,http://instagram.com/berkanemir?igshid=YmMyMTA2M2Y=,,,,13,"1,54",-,1,-,4,2,1,-,-,-,-,739'
Türkei,20230420230625,https://www.transfermarkt.ch/engin-can-aksoy/profil/spieler/880259,17,Engin Can Aksoy,1.Lig,Eyüpspor,2.Liga,19,,Türkei,Linker Verteidiger,links,,,27.02.2023,30.06.2023,,,,,50 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,50 Tsd. €,05.12.2021,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,20230420230651,https://www.transfermarkt.ch/murat-ucar/profil/spieler/292545,7,Murat Ucar,1.Lig,Eyüpspor,2.Liga,31,"1,69 m",Türkei,Rechter Verteidiger,rechts,PASS,,01.07.2022,30.06.2024,,,,,325 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,400 Tsd. €,17.01.2022,59,60,,11,http://instagram.com/mehmetmuratucar?igshid=YmMyMTA2M2Y=,,,,27,"1,56",-,4,-,8,4,5,-,1,-,-,1.729'
Türkei,20230420230711,https://www.transfermarkt.ch/cenk-ahmet-alkilic/profil/spieler/68211,99,Cenk Ahmet Alkilic,1.Lig,Eyüpspor,2.Liga,35,"1,70 m",Türkei,Rechter Verteidiger,rechts,C&C Sportmanagement,,05.08.2021,30.06.2023,,Türkei U23,2,0,125 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,"1,40 Mio. €",26.01.2015,53,51,,8,,,,,22,"1,82",1,2,-,5,9,1,-,-,-,1.475',1.475'
Türkei,20230420230727,https://www.transfermarkt.ch/melih-kabasakal/profil/spieler/275683,57,Melih Kabasakal,1.Lig,Eyüpspor,2.Liga,27,"1,78 m",Türkei,Defensives Mittelfeld,rechts,,,16.01.2023,30.06.2026,,Türkei U16,6,3,500 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,575 Tsd. €,10.06.2022,46,40,,0,http://www.instagram.com/melihkbskl/,,,,8,"0,88",-,-,-,2,2,1,-,-,-,-,470'
Türkei,20230420230743,https://www.transfermarkt.ch/taskin-ilter/profil/spieler/200082,13,Taskin Ilter,1.Lig,Eyüpspor,2.Liga,28,"1,85 m",Aserbaidschan,Defensives Mittelfeld,rechts,Gurel Bergen,,08.01.2020,30.06.2023,,Aserbaidschan,1,0,250 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,275 Tsd. €,10.06.2022,25,31,,0,http://www.instagram.com/tskn.il/,,,,16,"2,00",-,-,-,8,5,3,-,-,-,-,886'
Türkei,20230420230759,https://www.transfermarkt.ch/sinan-kurt/profil/spieler/244285,6,Sinan Kurt,1.Lig,Eyüpspor,2.Liga,28,"1,78 m",Türkei,Zentrales Mittelfeld,beidfüßig,Familienangehörige,,01.07.2022,30.06.2025,,,,,"1,10 Mio. €Letzte Änderung: 03.04.2023",Mio. €,Letzte Änderung: 03.04.2023,"2,00 Mio. €",04.01.2022,84,78,,5,,,,,29,"1,76",2,-,-,2,11,1,-,-,-,1.120',2.240'
Türkei,20230420230822,https://www.transfermarkt.ch/ibrahim-akdag/profil/spieler/182079,24,Ibrahim Akdag,1.Lig,Eyüpspor,2.Liga,31,"1,79 m",Türkei,Zentrales Mittelfeld,rechts,JSM,,01.07.2022,30.06.2025,,,,,375 Tsd. €Letzte Änderung: 03.04.2023,Tsd. €,Letzte Änderung: 03.04.2023,675 Tsd. €,31.03.2022,59,55,,5,,,,,24,"1,83",1,1,-,5,11,8,-,-,-,1.571',1.571'
